id,clean_text,sentimen
144,ikn maju indah indonesia bangsa,positif
598,buru anggar tarik ada pola ikn proyek duit negara proyek peduli,positif
507,dukung ikn tukang bodoh sembah dasar manusia tipu,positif
551,maju ikn emang bikin mata mata melotot langsung percaya lihat data bangun ikn maret april,positif
3,ikn ikn kota simbol identitas nasional cermin semangat satu maju indonesia,positif
333,ikn raya pas musim buah ada bazar buah buah buah ikn negara subur bagus,positif
146,ikn maju maju bangsa indonesia indah,positif
70,proyek ikn indonesia pindah kota timur maju selesai istana negara kantor rumah pegawai raya hut ada proyek hadap potong anggar anggar,positif
619,kalo infrastruktur ikn ngapain koar koar seh komunikasi bagus komunikasi lewat munafik sadar ama mampu saat beli istana rakyat warga hidup mulia munafik,positif
639,sumpah dukung pola kalo gambar hasil keren keren banget kalo mah mual kalo bikin bijak rumus mas kaya kau bikin ikn rusak gerbong,positif
602,ikn ikn kota modern,positif
558,kereta rel ikn kembali deputi ikn ali awi benar kereta otonom kembali hasil coba uji sistem fungsi optimal uji coba sesuai tonton video,positif
139,nusantara ikn dukung,positif
428,bangun ikn nusantara maju indonesia indonesia,positif
567,deputi ikn ali awi bilang armada kirim teknologi baik ikn fokus fokus aplikasi biar warga gampang pesan bus listrik sepeda listrik taksi terbang,positif
70,proyek ikn indonesia pindah kota timur maju selesai istana negara kantor kantor rumah pegawai raya hut ada proyek hadap potong anggar,positif
142,dukung dukung ikn nusantara,positif
146,ikn maju bangsa indonesia indonesia indah,positif
316,ikn simbol transformasi bangsa indonesia maju kota bangun semangat semangat gotong royong,positif
296,ikn ikn jadi indonesia maju,positif
628,pindah kota sebar dorong ikn hadir adil tumbuh ekonomi rata bangun pusat,positif
732,ikn bangun sono doi bikin bikin bagus bilang air susah mending buka panti telat,positif
9,materi ikn pindah silah spiritual magis sakral berani jamin dukung tuan puan cek ujung barat barat timur utara selatan bolak berani urus langit,positif
207,buat kau negeri negeri manusia kau rezim sok hebat kau gedung ikn,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat birokrasi belik tukang sunat dana sekolah sunat gubernur bupati camat,positif
713,indonesia ikn maju,positif
221,hina periode adil kait bohong produksi bohong investor ikn bohong triliun kantong delik,positif
142,dukung nusantara ikn,positif
143,ikn maju bangsa bangsa indonesia indah,positif
132,sanding ikn birokrasi pintu ikn baik sekolah indonesia lewat birokrasi belik tukang sunat dana sekolah camat gubernur bupati sunat,positif
722,ikn dukung nusantara,positif
139,dukung ikn nusantara nusantara,positif
296,maju jadi indonesia ikn,positif
352,bikin negara ikn angkut puja biar negeri aman aman tenteram damai,positif
597,ikn kampanye ikn didik ikn lupa perhati sektor sibuk tani nelayan lupa rakyat garis miskin miskin akut kuasa amanah,positif
318,bangun ikn pindah kota langkah nyata wujud wujud indonesia adil rata sabang,positif
93,kotok pilih rakyat gas malu papa duit negara ikn lanjut gas makmur lapang kerja indonesia terang,positif
639,sumpah dukung pola rumus gambar hasil keren banget kalo mah mual kalo bikin bijak kalo mas kaya kau bikin ikn rusak gerbong,positif
275,dukung senang analisis ikn tugas hati moga,positif
629,bangun ikn langkah strategis indonesia kota rata lanjut modern,positif
475,usaha ikn uji coba barangkali ikn beli beli kelak kalo dasar evaluasi nilai optimal terbang tawar uji coba ikn tuju menteri takut celaka,positif
655,ikn festival indonesia kota suruh bayar mahal pajak rakyat rakyat maju pas bangun fasilitas,positif
711,ikn indonesia indonesia maju,positif
242,bin tempat kantor modular ikn ikn bin pindah kantor kantor ikn dukung penuh aman kota,positif
711,ikn ikn indonesia maju,positif
507,dukung ikn tukang tukang tipu sembah dasar manusia bodoh,positif
721,dukung ikn nusantara nusantara,positif
551,maju ikn emang bikin mata melotot langsung percaya lihat data bangun bangun ikn maret april,positif
381,ikn kota modern coba lihat besar trotoar coba kota lihat rancang trotoar man kendara pribadi kena rumput percaya beliau pegang ikn,positif
68,cipta tuduh perintah dukung bukti rancang jujur kritik bijak proyek ikn bahas bahas maju selesai,positif
505,utama bunuh koruptor miskin gugur tumbuh abis negara koruptor jamin negara makmur korupsi rugi bikin kota ikn korup bayang,positif
207,buat kau ikn sok manusia kau rezim negeri hebat kau gedung negeri,positif
227,anggap demokrasi sempat sempat buka insan manusia wayang cuman bagus ikn,positif
295,ikn jadi indonesia indonesia maju,positif
457,ikn nusantara wujud wujud impi indonesia negara maju mari dukung bangun ikn nusantara cipta indonesia,positif
242,ikn tempat kantor modular bin bin pindah kantor kantor ikn dukung penuh aman kota,positif
309,wakil presiden enak ting udel kait dunia didik depan adab moral anak bangsa baik sekolah rusak suruh ikn,positif
424,selenggara negara pikir situ ijazah pikir maju kota ikn untung negara pinjam ribu untung kali lipat kali lipat kali lipat tunggu tunggu presisi untung,positif
589,serius kah pasti program makan gizi gratis laksana ikn kebut baik jalan jabat lintas baik sekolah butuh butuh,positif
721,dukung dukung ikn nusantara,positif
379,gantung bagus ikn bareng dukung,positif
145,ikn maju bangsa indah indonesia,positif
507,sembah ikn tukang tipu dukung dasar manusia bodoh,positif
388,mantap solo tinggal tinggal ikn,positif
478,bangun konsep teknologi hijau ikn ikn contoh kota jaga alam dukung hidup lanjut,positif
2,masyarakat dukung tau kelas jilat kaya kaya dukung dinasti dinasti versi ikn lawas cabang,positif
203,bagus pikir ikn depan indonesia pasti,positif
427,bangun ikn nusantara maju maju indonesia,positif
454,dukung makzul stop bikin tabu poin fokus sisa bagus konstitusional ikn cabut masalah negara kuasa tambang,positif
32,mantap indonesia maju ikn buat,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn nusantara indonesia indonesia harap negara maju daya saing global,positif
297,ikn jadi indonesia indonesia maju,positif
316,ikn simbol transformasi bangsa indonesia kota maju bangun semangat gotong royong,positif
20,kalo kena tipu ribu mobil jalan nusantara hutang negara kurang saham milik indah ikn kaya hutan,positif
628,pindah kota sebar adil ikn hadir dorong tumbuh ekonomi rata bangun pusat pusat,positif
552,kalo maju ikn ape ikn maju per per kate,positif
70,proyek ikn indonesia pindah kota timur maju selesai istana negara kantor rumah pegawai raya hut ada proyek hadap hadap potong anggar,positif
551,maju data emang bikin mata melotot langsung percaya lihat ikn bangun ikn maret april,positif
93,pilih kotok gas gas malu papa duit negara ikn lanjut rakyat makmur lapang kerja indonesia terang,positif
481,ikn nusantara pindah kota simbol transformasi indonesia negara maju kota rancang ramah lingkung cerdas nyata wujud lanjut indonesia,positif
68,cipta tuduh perintah dukung bukti rancang rancang jujur kritik bijak proyek ikn bahas maju selesai,positif
309,wakil presiden ting enak udel kait dunia didik depan adab moral anak bangsa baik sekolah rusak suruh ikn ikn,positif
498,dukung tuju bangun bengkalai ikn ramai jangka timbang respek tuju ijazah hidup keluarga,positif
722,dukung dukung ikn nusantara,positif
316,ikn simbol transformasi bangsa indonesia maju kota bangun semangat gotong royong royong,positif
478,bangun konsep teknologi hijau ikn kota contoh jaga alam dukung hidup lanjut,positif
507,bodoh ikn tukang tipu sembah dasar manusia dukung,positif
732,ikn bangun buka doi bikin bagus bilang air susah mending sono panti telat,positif
629,bangun ikn langkah modern indonesia strategis rata lanjut kota,positif
157,ikn nusantara buka babak sejarah indonesia bangun ikn nusantara indonesia harap maju negara daya saing global,positif
721,dukung dukung ikn nusantara,positif
316,ikn simbol transformasi bangsa indonesia maju kota gotong semangat bangun royong,positif
146,ikn maju bangsa indonesia indah indah,positif
143,ikn maju indonesia bangsa indah,positif
385,ikn bagus bagus kak,positif
605,ikn kota kota modern,positif
295,indonesia jadi ikn maju,positif
464,insan media bela mati rezim total dukung manipulasi tipu rampok uang rakyat ikn pura pura buta tuli sadar terima peran bumerang,positif
227,anggap ikn sempat buka insan manusia wayang cuman bagus demokrasi,positif
381,ikn kota modern coba lihat besar trotoar coba lihat kota rancang trotoar rumput kendara pribadi kena man percaya beliau pegang ikn,positif
772,dukung dukung dukung biar putar uang ikn,positif
732,ikn bangun sono mending bikin bagus bilang air susah doi buka panti telat,positif
68,cipta bahas perintah dukung bukti rancang jujur kritik bijak proyek ikn tuduh maju selesai,positif
709,main ikn penak bambang nyaman,positif
481,ikn nusantara pindah kota simbol transformasi indonesia negara maju kota rancang ramah indonesia cerdas lanjut wujud nyata lingkung,positif
558,kereta rel ikn kembali deputi ikn ali awi benar kereta optimal kembali hasil uji coba sistem fungsi otonom uji coba sesuai tonton video,positif
457,ikn nusantara wujud impi indonesia negara dukung mari maju bangun ikn nusantara cipta indonesia,positif
712,maju indonesia ikn,positif
145,ikn ikn maju bangsa indonesia indah,positif
385,ikn ikn bagus kak,positif
272,contoh ikn bagus mana bang ken tau serius logis bangun kota kota coba coba pikir resmi buka buka,positif
144,ikn maju bangsa bangsa indonesia indah,positif
605,modern kota ikn,positif
381,ikn kota modern coba lihat lihat besar trotoar coba lihat kota rancang trotoar man kendara pribadi kena rumput percaya beliau pegang ikn,positif
655,ikn festival indonesia rakyat suruh kota mahal pajak rakyat bayar maju pas bangun fasilitas,positif
639,sumpah dukung pola kalo gambar hasil keren banget kalo mah mual mual kalo bikin bijak rumus mas kaya kau bikin ikn rusak gerbong,positif
143,ikn indah bangsa indonesia maju,positif
298,ikn ikn jadi indonesia maju,positif
63,akar khasiat bagus obat senter diabetes malaria kalo kudu iblis ikn biar tanam tanam hutan,positif
68,cipta tuduh perintah dukung bukti rancang jujur kritik bijak proyek ikn bahas maju selesai selesai,positif
514,kereta optimal ikn optimal,positif
647,sumber hancur indonesia indonesia tepat ikn nasib bukti penjara cari orang orang libat moga janji adil makmur damai,positif
203,bagus pikir pikir indonesia depan ikn pasti,positif
