full_text,final_cleaned,sentiment
@kompascom IKN jadikan saja pusat pendidikan dan kebudayaan yg berasrama.,pusat didik budaya asrama,negatif
@tekarok007 Professor di libas bilangnya IKN udah banyak investor asing waktu debat nyatanya sampe hari ini tidak pernah Ada tuh investor asing yg masuk. Pemimpin kok pembohong,libas bilang investor asing debat nyata investor asing masuk pimpin bohong,negatif
@UmarHasibuan__ saat ini gak usah ada hubungan diplomatik2an dulu ke as mending anggaran kedubes di alokasikan dulu ke untuk program MBG atau IKN ‍️,hubung mending anggar dubes alokasi program,negatif
Bener gak tuh odong-odong IKN ditarik leasing? ,tarik,negatif
@ARSIPAJA Aslinya nggak deng. Kalo dana yg buat ikn kemaren dipakai buat bangun sekolah rekrut guru yg bagus buat pemerataan pendidikan beli fasilitas sekolah. Udah dapet berapa ratus sekolah tuh. Tapi kan balik lagi pendidikan di indo tu nggak masuk ke daftar prioritas,asli kalo dana pakai bangun sekolah rekrut guru bagus perata didik beli fasilitas sekolah ratus sekolah didik masuk daftar prioritas,positif
@PutriKayan16645 moga aja presiden ri siuman akhirnya para pengkhianat bangsa dan rampok2 biadab itu bisa diasingkan ke alam kubur. gak apa2 bikin kuburan massal yg luas di ikn. jd ntar kalo ada yg ziarah ke situ berarti kolega atw keluarga penjahat! jgn kasih di pmerintahan.,moga presiden siuman khianat bangsa rampok biadab asing alam kubur bikin kubur massal luas kalo ziarah situ arti kolega keluarga jahat kasih,negatif
Penolakan konser coldplay oleh FPI hanya cari sensasi IKN siap bangun solar farm Pemerintah komitmen lakukan pemerataan ekonomi di seluruh Indonesia,tolak konser cari sensasi bangun solar perintah komitmen laku perata ekonomi indonesia,negatif
@KangManto123 Mirip sama yg bilang investor IKN udah pada ngantri.,bilang investor,negatif
@jokowi IKN apa kabar pak?,kabar,negatif
Yg lagi ke ikn pamer ,pamer,negatif
@Boediantar4 Rekayasa bersama tim pengacara ..ikut berbohong.. Jd joko gunakan media utk menipu..kan dr dulu wartawan suka dibohongi.. terakhir mau ngantor ke ikn ee tahu tahunya jalan ke jakarta dan jawa. Lalu kembali ke istana bogor. Penipu kau.,rekayasa tim acara bohong media tipu suka bohong jalan istana bogor tipu kau,negatif
@kompascom Sdh tau gitu malah bikin program pemborosan. IKN &amp; MBG,tau bikin program boros,negatif
@vvotanet Ga ada kabar lagi yah tentang setlist ori sejak kabar terakhir pertengahan tahun ini kapan weh ini mo mangkrak kek ikn apa gimana?,kabar kabar weh kek,negatif
@davidnurbianto Kan ESEMKA lancar IKN ga ada yang ganggu .. jadi terus Jutaan Lapangan Kerja 2045 emang nyata?,lancar ganggu juta lapang kerja emang nyata,negatif
@pecintaikannih @urfairyn @kal_syah @sewverus Ikn se urgent apa ikn gua tanya? Buat pemerataan kah? Pemertaan cuma di 1 titik? Lebih logis lagi buat kota yang udah jadi di bagusin transum di bagusin dll. Liat ikn sekarang jadi apa?,perata kah merta titik logis kota liat,negatif
@soehartono32 Digantung di IKN bagusnya bareng sama bazer2 pendukung2nya,gantung bagus bareng dukung,positif
Siapapun culik tae ke ikn pls ,culik,negatif
@MariaAlkaff_ Seandainya FirAun masih hidup dan Kuliah di Kampus UGM mungkin beliau juga bangga punya Ijazah S1 Jurusan Tekhnologi Kayu dan Arsitek bisa bikin IKN Mesir Spink dan Pyramide. ,hidup kuliah kampus beliau bangga ijazah jurus kayu arsitek bikin,positif
@Kanseulir @msaid_didu IKN tak siap jadi kota modern coba lihat besarnya trotoarnya? Coba lihat gorong nya? Kota dirancang utk masa depan kok ada trotoar cm terlihat 2man aja mau pd naik kendaraan pribadi lgi?? Pak Basuki udh pernah kena Zong soal rumput jis kok sy ngk percaya beliau pegang IKN,kota modern coba lihat trotoar coba lihat kota rancang trotoar lihat man kendara pribadi kena rumput percaya beliau pegang,negatif
@CliffJonathanD1 @PartaiSocmed Lah dibuktikan saja belum lagian kalau memang tidak terbukti palsu kenapa lu yh repot? Yg dituduh ijazah palsu siapa ? Banyak palsunya juga kok 11000T ada dikantong esemka dipesan 6000 unit investor IKN oversubscribed...emang asli ada? Manusia yg dipegang omongan bang,bukti bukti palsu repot tuduh ijazah palsu palsu kantong pes unit investor asli manusia pegang omong bang,negatif
@WtrmlnSUGAhigh di balikpapan kak soalnya ada ikn sih kayaknya bangtan sekalian mau berkunjung ke ikn ,kak kunjung,negatif
@ebonXboy Mainnya tak berkelas dan cenderung kasar jadi wajar jika Presiden @prabowo merasa dikangkangi otoritasnya sebagai Pimpinan Tertinggi. Mulyono sedang panik krn polemik ijasah palsu tahta no. 2 yg digoyang &amp; IKN dihentikan &amp; kasus lainnya. Masa ga panik yaa paniklahh ,main kelas cenderung kasar wajar presiden kangkang otoritas pimpin panik polemik palsu goyang henti panik,negatif
KYB BANXA Disetujui Pi Coin Bisa Dibeli Pake Uang di 100 Negara Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,tuju beli uang negara sumber pos aplikasi,positif
@Jarvynox Chimera lorem ipsum ikn ,chimera lorem ipsum ikn,negatif
bayangin ikn dibakar ilay soalnya taeui diculik ke sana ,bakar culik,negatif
@ishikawatos Mantap sekali Solo. Pantas Wowi gak mau tinggal di IKN ,mantap solo tinggal,positif
@tekarok007 TIDAK ADA SATUPUN INVESTOR IKN SEPERTI KATA FUFUFAFA GIBRAN SAAT DEBAT PILPRES BAPAK DAN ANAK BOHONG,investor debat anak bohong,negatif
@ryodangurl @Witherbane Yang ini lebih parah dari IKN,parah,negatif
@blank0429 mungkin ketinggalan di IKN,tinggal,negatif
@terimaakashii G sk ikn grg ,g sk ikn grg,negatif
@G0LIATH87 @aewin86 Lebih dungu lagi kau yg memuja Esemka 11.000 triliun invesor ikn yg berbondong-bondong,dungu kau puja triliun,negatif
@Mdy_Asmara1701 SDM rendah ya kyk gini comment nya. Ya nama nya juga trial alias uji coba. Klo kuat dgn kondisi alam IKN ya dipake klo gak kuat ya dikembalikan. Paham om??,rendah gin nama alias uji coba kuat kondisi alam kuat paham om,negatif
@stevenwi090 @Bicaasaaal @zimikay @AnggaPutraF Atau ke daerah sekitaran IKN air buatandi aja bahkan sebagian masih beli.,daerah air beli,negatif
@G0LIATH87 Pertanggungjawaban proyek IKN dulu pak udah mulai mangkrak tuh.. Makanya budayakan juga musyawarah untuk mufakat bukan keegoisan dalam kebijakan,proyek budaya musyawarah mufakat egois bijak,negatif
Gedabrus. Gara2 @jokowi raja kodok ini PSK bertebaran d IKN. Udh bangunannya mangkrak malah ngundang maksiat ,raja kodok tebar bangun maksiat,positif
@gatriwara BANYAK YA ITU KALAU MISALNYA DIJADIIN PENDUDUK KOTA BARU IKN BOLEH TAU,duduk kota tau,negatif
Rapat Kerja Komisi 2 DPR RI dengan Menteri PAN RB terkait Pemindahan ASN ke Ibu Kota Nusantara Rencana ASN Pindah ke IKN? Harus Ada Insentif Khusus! #PDIPerjuangan #Komisi2DPRRI #IbuKotaNegara ,rapat kerja komisi menteri pan kait pindah kota nusantara rencana pindah insentif khusus,negatif
@chacaaajaa_ Lebih gede ikn mainan,gede main,negatif
@uyoktweet Kek investor IKN saja yg oversubscribed ternyata ngibul. Jadi bener ya ini rezim keberlanjutan.,kek investor nyata rezim,negatif
@Benedict_D18 Sini bang ke IKN kita mancing buaya,bang buaya,negatif
Kalo bohong sih emg jagonya mulyono. Liat gmn fasihnya bohong soal investor IKN,kalo bohong jago liat fasih bohong investor,negatif
@callmejujuuuuu @bberrychizu tadi kakaknya ada reply ibukota malah gitu kan mosok IKN ,kakak mosok,negatif
 . IKN makin semarak dan Gemerlap . Para penganut Indonesia gelap maki kecewa berat .,semarak gemerlap anut indonesia gelap maki kecewa berat,negatif
@AiraNtieReal Hayooo mana ijazahmu apakah seperti esemka 11.000T ngak hutang ngak impor2 ikn kereta cepat. Ngaku aja deh???,ijazah hutang impor kereta cepat,negatif
@merchantzzzz @MasBRO_back Hati² komen lo. Ingat kasus wartawan yg kritik ikn malah dikasuskan oleh orang Dayak? Gak semua yg bersuku Jawa bs kau simpulkan begitu. Begitu pula gak semua dayak pasti baik/jelek semua. Obyektif lah dalam berkomentar,hati kritik orang suku kau simpul obyektif komentar,negatif
@albertkw_ @MurtadhaOne1 lu aja di coli-in ama esemka dan IKN masih percaya?wkwkwkkwkw,ama,negatif
KATA NETIZEN SICH GITU Faktanya memang Oligarki Dipelihara dengan bukti ikut Andil untuk mengambil keputusan tentang Nasib Bangsa dari Pagar Laut IKN hingga Danantara Kemudian Koruptor Dimanja dengan tidak memberi Hukuman mat1 dan merampas aset-asetnya ,fakta oligarki pelihara bukti andil ambil putus nasib bangsa pagar laut koruptor manja hukum mat rampas,negatif
@DianSandiU IKN bohong. Esemka bohong. Import bohong. Penguatan KPK bohong. Ya Tuhan Bukakan pintu tobat utk pembohong itu dengan mengakui kebohongannya &amp; minta maaf kepada seluruh rakyat Indonesia. Beri kesadaran pada buzzer pembohong itu untuk mencari rejeki yang halal dan thaibah.,bohong bohong bohong kuat bohong tuhan buka pintu tobat bohong bohong maaf rakyat indonesia sadar bohong cari halal,negatif
@bengkeldodo @DianSandiU @AndreasSolusi @Lembayung071 @balapurik @msaid_didu @SianiparRismon @HaloBCA @MakeItAQuote @mas_veel_ @kitiCatz Bukan ragu tapi tdk percaya..jangankan lulusan dia ngaku petnah kuluah juga seupilpun gue ga percaya.. IKN no mangkrak sama dengan yg buatnya.,ragu lulus luah upil percaya,negatif
Beliau ini memang dickhead sekali ya. Hobi banget riding the wave segala isu yang lagi panas dengan keluar sebagai 'mesias' si paling punya 1001 jalan keluar. Mulai dari isu IKN MBG AI Ijazah sampe terbaru Vasektomi. Pertanyaannya cuma 1 situ bisa beneran ato cuma teoritis?,beliau hobi banget riding isu panas jalan isu ijazah vasektomi situ ato,negatif
@kompascom Butuh 5 tahun buat habis2in bikin IKN seharga seluruh sekolah..,butuh bikin harga sekolah,negatif
@jawafess Ratusan milyar cukup buat Proyek IKN Hambalang tapi tak ada Danakah untuk perbaikan Jalan kecamatan dan Desa??,ratus proyek dana jalan camat desa,negatif
@uyoktweet Mirip Esemka dan IKN mbah ,mbah,negatif
IKN = Ibu Kota Ngadi-ngadi Tag temen lo yang masih bela IKN suruh kos di IKN seminggu baru kita ngobrol lagi ,kota bela suruh minggu,negatif
@ApriliaLin Otak lu yg tolol Percaya sama pembual @jokowi Esemka investor antri di IKN msh mau dibualin anaknya pratikno,otak tolol percaya bual investor antri anak,negatif
aku lapaq kunyah bnda len..sbb 1 hri dok telan teloq ikn..jd melugai,kunyah dok telan,negatif
Digelar di IKN! Nusantara Fun Run Meriahkan HUT ke-5 Media Kaltim ,gelar nusantara riah hut media,negatif
Pak bosku ini gak mau ngirim aku ke IKN buat visit sehariduahari gitu po ya.,bos,negatif
@surreaulism Hantu IKN kah ini? ,hantu kah,negatif
@mapedos01 @jokowi Trus pelanggannya siapa? Tukang2 sama staf2 kontraktor proyek2 IKN gitu yaa?,langgan tukang staf kontraktor proyek,negatif
DULU IKN DIREMEHKAN SEKARANG MALAH SEPERTI KOTA MASA DEPAN! Update Progr...  lewat @YouTube,remeh kota,negatif
@AirinDatangLagi Didatangkan ke IKN khusus untuk pasar malam. Acara selesai panitia pun pulang.,khusus pasar malam acara selesai panitia pulang,negatif
@Wedangan4 Kereta tanpa rel IKN,kereta rel,negatif
@aiklsah jgn cm tugunya se ikn nya sekalian,tugu,negatif
@CutSarina5 Berkah dari IKN .,berkah,negatif
@kenhans03 pawang kocak segera kirim ke IKN..,pawang kocak kirim,negatif
5.6 efisiensi primo. Primonya dialihkan ke IKN. Ibukota Negara North-krai,efisiensi alih negara,negatif
@B4ng_Hans @msaid_didu Hew.. Hew.. Hewww.... Banyak yg terkecoh sama IKN pdhl yg mw dikuasai china itu Jakarta mw dijadikan seperti Singapura sbg pusat judi dan maksiat IKN itu hanya dijadikan pengalihan isue.,kecoh asai pusat judi maksiat alih,negatif
@Sumarno12998913 @DokterTifa Bangun bang tidurx terlalu miring kali IKN sana jdi Kota mati koq untung drimana... Niat banget bela si penipu ,bangun bang miring kali kota mati untung niat banget bela tipu,positif
@DokterTifa HA..HA..HA..panitia penyelenggara negara tidak berpikir di situ di ijazah Jokowi .tapi berpikir di kemajuan negara.jokowi buat kota baru IKN berapa keuntungan negara ? Pinjaman 10 ribu triliyun untungnya Bisa 2 kali lipat 3 .kali lipat 4 kali lipat Tunggu presisi keuntungannya.,selenggara negara pikir situ ijazah pikir maju kota untung negara pinjam ribu untung kali lipat kali lipat kali lipat tunggu presisi untung,positif
Semarang juga ketiban beberapa talent oke dari K/L yg alasannya biar ngga ikut dipindah ke IKN Salah satu master nya SIPD-RI tahun kemarin mutasi ke sini,ketiban oke alas biar pindah salah master kemarin mutasi,negatif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
Pembangunan IKN Nusantara untuk memajukan Indonesia ,bangun nusantara maju indonesia,positif
@keyzajune @TukangParaf @PNS_Ababil 2 tahun lalu dpt info mereka nutup peluang mutasi waktu org K/L pada galau mau dipindah ke IKN. Krna emang skitar 2023 itu bnyak bet orang K/L yg mo ajuin mutasi ke pemda. Jabar - DKI salah dua yg jd inceran. Paling ketat DKI sih eksklusif harus ada yg bawa.,info peluang mutasi galau pindah emang bet orang mutasi jabar salah ketat eksklusif bawa,negatif
10 Konglomerat Siap Investasi di IKN ,konglomerat investasi,positif
Investor yang siap Investasi di IKN Nusantara ,investor investasi nusantara,positif
Alokasi &amp; Prioritas Pembangunan IKN Nusantara Tahap II ,alokasi prioritas bangun nusantara tahap,positif
@kompascom Pilih mana renovasi sekolah atau bangun ikn??,pilih renovasi sekolah bangun,positif
@geloraco Purnawirawan garis solo forum purnawirawan tandingan ada poin dukung keberlanjutan IKN disrespect!!!,garis solo forum tanding poin dukung,positif
@dapitnih Kirim Bae ke ikn,kirim,negatif
@diraism efek kena kurungan di ikn apa gimana pak ,efek kena kurung,negatif
Autonomous Rail Transit (ART) ini dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. #VideoBerita #Kompas60 ,transit nilai gagal operasi otonom imbas kereta rel,negatif
Autonomous Rail Transit (ART) ini dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. #Ekonomi #Kompas60 ,transit nilai gagal operasi otonom imbas kereta rel,negatif
ubur2 ikn lele akhirnya kesampaian punya asa leeee,lele asa,negatif
@kelixmann Soal bela mbg dan ikn kan?,bela,negatif
@Bambangmulyonoo IKN utk sementara ini mungkin bisa dijadikan tempat peternakan Kalajengking. Nanti hasil dari penjualan racun kalajengking dana nya bisa utk membangun IKN gimana komentar Netizens setuju gak,terna kalajengking hasil jual racun kalajengking dana bangun komentar tuju,positif
*IKN sarang Prostitusi?* Satuan Polisi Pamong Praja (Satpol PP) Kabupaten Penajam Paser Utara (PPU) menyebutkan praktik pel*curan kian marak di kawasan sekitar Ibu Kota Nusantara (IKN). ,sarang prostitusi polisi pamong praja kabupaten najam paser utara praktik kian marak kawasan kota nusantara,negatif
@surreaulism Sosok penunggu kerajaan IKN,sosok tunggu raja,negatif
Prostitusi di IKN loh ini.,prostitusi loh,negatif
Kereta Tanpa Rel IKN Dikembalikan ke China Otorita Ibu Kota Nusantara (IKN) melaporkan unit kereta tanpa rel atau Autonomous Rail Transit (ART) telah dikembalikan ke China. mudik ,kereta rel kota nusantara lapor unit kereta rel transit mudik,negatif
@kompascom Bangun IKN sampe Triliunan mampu Renovasi Sekolahan gak mampu. Hadeeh,bangun triliun renovasi sekolah,positif
Bukan hanya wujud penjilat taik banteng spt Anak Konti Chusnul beserta suami dan Ucup Dungu yg semakin jelas komuknya Wujud IKN juga semakin jelas terlihat @ch_chotimah2 @yusuf_dumdum @_AnakKolong ,wujud jilat banteng anak suami dungu wujud lihat,negatif
@kompascom Terlalu lama Pak lima tahun beres asal hentikan pembangunan IKN,beres henti bangun,positif
IKN nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan Ibu Kota Negara #ibukotabaru #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN ,nusantara tarik investor partisipasi garap proyek bangun kota negara,positif
Woww!!! Harga patung ikn ternyata segini ,harga patung nyata gin,negatif
@ikaen48 bayar brapa koh ikn,bayar koh,negatif
@nabiylarisfa Pendukung fufufafa? Pemakzulan itu hal biasa dan konstitusional. Jangan dibikin tabu. Dari 8 poin cuma fokus ke 1 aja yg debatable padahal sisanya bagus2; stop IKN cabut PSN bermasalah negara kuasai tambang etc,dukung makzul konstitusional bikin tabu poin fokus sisa bagus stop cabut negara kuasa tambang,positif
Gimana mau berkah si ikn banyak pemasok belum dibayar. Makanya gak ada yg mau memasok barang2 lagi bahkan ada cerita pengusaha cat memilih tidak memasok catnya ke ikn takut gak dibayar. IKN jadi potret dan bukti kezhaliman seorg penguasa bernama jkwi,berkah pasok bayar pasok barang cerita usaha cat pilih pasok cat takut bayar potret bukti kuasa nama,negatif
I'm your biggest fan Selamat akhirnya purnawaktu di IKN nya semoga bisa jadi next step/batu loncatan in your career life honey ,selamat purnawaktu moga loncat,negatif
IKN Nusantara: Mewujudkan impian Indonesia menjadi negara maju. Mari kita dukung pembangunan IKN Nusantara untuk menciptakan Indonesia yang lebih baik! #IKNNusantara #NegaraMaju ,nusantara wujud impi indonesia negara maju mari dukung bangun nusantara cipta indonesia,positif
@tunnov Emang selama dia muncul kepermukaan dan jadi penguasa pakai logika dan etika ? Semua dilanrak samanya. Apa dia pakai logika ketika membangun ikn yg biayanya sangat besar itu ??,emang muncul muka kuasa pakai logika etika pakai logika bangun biaya,positif
@aewin86 Gak hutang Tolak inpor Mobil edka Uang 11.000 T Investor over scribe di ikn Dolar dibawah 10.000 Ekonomi meroket Tidak bagi-bagi kekuasaan Tidak rangkap jabatan Anak tidak tertarik politik Tidak cawe-cawe politik Masih banyak capek buliskannya semua itu ada dimulutnya doang,hutang tolak mobil uang investor over dolar ekonomi roket kuasa rangkap jabat anak tarik politik politik capek mulut doang,negatif
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing ,genjot kapasitas profesionalisme kelola dana asing,negatif
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing ,genjot kapasitas profesionalisme kelola dana asing,negatif
Otorita IKN siap genjot Kapasitas dan profesionalisme untuk mengelola dana asing ,genjot kapasitas profesionalisme kelola dana asing,negatif
Titik Nol IKN: Tugu Geografis yang Menjadi Simbol Awal Peradaban Baru ,titik nol tugu geografis simbol adab,negatif
@mazazeeh Sama kayak ikn gak sih,ikn,negatif
@tanyakanrl Insan media saat membela mati2an rezim jokowi mrk tidak setengah-setengah mrk total mendukung manipulasi penipuan bhkn merampok uang rakyat melalui IKN pun mrk pura2 buta tuli. Mrk tdk sadar bahwa wktnya akan berakhir skrng terimalah dg legowo saat peran kalian jd bumerang.,insan media bela mati rezim total dukung manipulasi tipu rampok uang rakyat pura buta tuli sadar terima peran bumerang,positif
Gosah ngadi² smart TV proyektor aja berguna dan lebih murah ikn budget indo ni dikit buat pendidikan. Gosah gegayaan smart tv klo ujung²nya kaga jalan karna gada duitnya mending proyektor aja lebih murah bisa buat pembelajaran interaktif,proyektor murah dikit didik ujung jalan gada duit mending proyektor murah ajar interaktif,negatif
@fahaum1 @Mdy_Asmara1701 @Mdy_Asmara1701 Maaf informasi biaya sewa harian kereta ART di IKN tidak tersedia secara publik. Biaya sewa ini kemungkinan dirahasiakan dalam perjanjian dengan pihak China yaitu CRRC Group dan NORINCO. Namun diketahui bahwa tingginya biaya sewa menjadi salah satu alasan,maaf informasi biaya sewa kereta sedia publik biaya sewa rahasia janji biaya sewa salah alas,negatif
@patillele4364 Lanjoooot biar anjing menggonggong kafilah berikutnya tetap bangun #IKN ,biar anjing gonggong kafilah bangun,positif
@wannabewithyuuu @renkyloren28 @jokoanwar Salah om ga cuma mobil. tapi sales properti IKN juga,salah om mobil properti,negatif
Kereta Tanpa Rel IKN Dikembalikan ke China Jhon Sitorus: Proyek Bohongan Mulai Menampar Jokowi ,kereta rel proyek bohong tampar,negatif
@renkyloren28 @jokoanwar Bapaknya aja sales properti IKN ya anaknya sales aplikasi AI.,properti anak aplikasi,negatif
@jokovvl @msaid_didu @DokterTifa @SianiparRismon @alisyarief @realAmienRais KENAPA MASIH ADA ORANG-ORANG YANG BELA JOKOWI SEGININYA YA ? PADAHAL BANYAK KEBOHONGAN JOKOWI YANG JELAS BERSERAKN CONTOHNYA IKN YANG KATANYA BANYAK INVESTOR NYATANYA BOHONG KATANYA PRODUKSI ESEMKA UDAH 6000 UNIT NYATANYA BOHONG.,bela gin bohong contoh investor nyata bohong produksi unit nyata bohong,negatif
@surreaulism Njir Kuntiwi sosok aseli penghuni IKN,sosok huni,negatif
@patillele4364 Sampai nafas terakhir di tenggorokan gak bakal jujur ini orang .. dr soal esmeka ikn semuanya sein kanan belok kiri.. yg masih percaya dia berarti otaknya somplak,nafas tenggorok jujur orang sein kanan belok kiri percaya arti otak somplak,negatif
@yogazzzt @mk_anam @idextratime @gibran_tweet Ada jd psk di ikn,jd psk ikn,negatif
@MahaD3w4 Or spt ini maksa bangun IKN baru mnrt org lain adalah hal yg tolol.,bangun tolol,positif
@mumungwisnu_1 @jokowi @prabowo @Franken_blues @tham878 @xquitavee @__LOVE_AG4EVER Kan dulu perusahaan china naruh di ikn untuk uji coba barangkali ikn mau beli kelak kalo sudah running tapi berdasarkan evaluasi dinilai kurang optimal Bukan hanya itu taxi terbang juga ditawarkan diuji coba di ikn tapi gak disetujui kementerian mungkin takut kecelakaan,usaha uji coba barangkali beli kelak kalo dasar evaluasi nilai optimal terbang tawar uji coba tuju menteri takut celaka,positif
@ctpeer Jaka kdg jd pengganti ikn bisa d loksado kaina soalnya msh luas tanahnya wkkwkwk,jaka ganti luas tanah,negatif
@Annas_pdk @afrizalh__ Anying bener2 sales IKN kon nas,nas,negatif
IKN Nusantara bukan hanya ibu kota administratif baru tapi juga representasi visi Indonesia dalam membangun kota yang selaras dengan alam. #GreenCapitalNusantara #IndonesiaHijau #SmartForestCity ,nusantara kota administratif representasi visi indonesia bangun kota selaras alam,positif
Dibangun dengan konsep forest city dan teknologi hijau IKN menjadi contoh kota masa depan yang menjaga alam dan mendukung kehidupan yang berkelanjutan. #IKNHijau #SmartCityIndonesia #KotaBersihMasaDepan ,bangun konsep teknologi hijau contoh kota jaga alam dukung hidup,positif
IKN membuka ribuan peluang kerja baru memberdayakan tenaga lokal dan menggerakkan ekonomi daerah. Dari konstruksi hingga teknologi inilah kesempatan emas bagi generasi bangsa. #IKNCiptakanPeluang #LapanganKerjaBaru #AyoBangunIKN ,buka ribu peluang kerja daya tenaga lokal gerak ekonomi daerah konstruksi teknologi emas generasi bangsa,positif
Pembangunan IKN adalah langkah konkret untuk mewujudkan Indonesia Sentris. Pemerataan ekonomi akses dan infrastruktur kini tak lagi hanya terpusat di Jawa semua daerah bergerak bersama. #PembangunanBersama #IKNUntukSemua #IndonesiaSentris ,bangun langkah konkret wujud indonesia perata ekonomi akses infrastruktur pusat daerah gerak,positif
IKN Nusantara bukan sekadar pemindahan ibu kota tapi simbol transformasi Indonesia menuju negara maju. Kota ini dirancang ramah lingkungan cerdas dan berkelanjutan wujud nyata masa depan Indonesia. #IKNNusantara #IbuKotaMasaDepan #TransformasiIndonesia ,nusantara pindah kota simbol transformasi indonesia tuju negara maju kota rancang ramah lingkung cerdas wujud nyata indonesia,positif
@detikcom Buang2 danan APBN IKN. Pd hal Jokowi koar2 angin surga krt tnp rel,buang koar angin surga rel,negatif
Harga Pi Network (PI) Melonjak 6 9%: Potensi Pemulihan dan Sinyal Bullish Menanti Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,harga lonjak potensi pulih sinyal sumber pos aplikasi,negatif
@Annas_pdk @andimuhr Lari ada sales IKN !!,lari,negatif
@afrizalh__ @andimuhr IKN wae. Berasa di luar negeri,asa negeri,negatif
@G0LIATH87 @DokterTifa Lagi melaporkan esemka dan IKN yg hilang.wkwkkk ,lapor,negatif
@bentokenma @Aditama25_ @aniesbaswedan Sebelum bahas MBG. Banyak juga yg menggaungkan katanya Ikn ga dilanjutkan. Jauh sebelum MBG simpang siur ini lebih jadi ajang kampanye. Kasian benar orang orang emang,bahas gaung simpang siur ajang kampanye kasi orang orang emang,negatif
Pi Network Bersiap Go Internasional: Menuju Pencatatan Bersejarah di Binance! - Laman 2 dari 2 Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,internasional tuju catat sejarah laman sumber pos aplikasi,positif
TERBONGKAR! Binance Coin (BNB) Transaksi GCV $314.159 di Blockchain Pi Network Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,bongkar transaksi sumber pos aplikasi,negatif
@satriohendri Terbelah bukan saja karena Gibran yg mengubah UU Tapi Rakyat juga terbelah karena : IKN HUTANG ESEMKA EKONOMI MEROKET PSN CAWE-CAWE Dll,belah ubah rakyat belah hutang ekonomi roket,negatif
Lo... Ini bukannya Kereta yg tanpa rel yg ada di IKN ya...??? Kok di kembalikan ke China...??? Bukannya itu sdh jadi hak milik kita...??? Gimana sih ini @jokowi @prabowo @Franken_blues @tham878 @xquitavee @__LOVE_AG4EVER @BANGSAygSUJUD...???,kereta rel hak milik,negatif
@detikcom Karena keretanya bermasalah atau IKN nya yang tidak diteruskan....!!! ,kereta,negatif
@patillele4364 Style nya memang dari dulu begitu. Keputusan selalu di gantung Manggung bangun branding selalu Jaga image. Beda dgn presiden2 yg dulu. Krn masih ada kebutuhan 2029. Pasti ada konsultan di belakangnya. Spt IKN pas di akhir baru bilang ga ada investor pasti kedepan ada. ,putus gantung manggung bangun jaga beda presiden butuh konsultan pas bilang investor,positif
@yakungismail75 @DokterTifa Maaf kamu bilang? buat IKN bikin rusak alam ngabis-ngabisin duit negara rakyat yang kena imbas obrak abrik konstitusi demi mantu sama anak-anaknya MEMAAFKAN KATAMU?! LEMBARAN BARU? LEMBARAN BARU DENGAN PUNYA WAPRES KAYAK GITU? DENGAN CARUR MARUT KORUP BERBAGAI INSTANSI?,maaf bilang bikin rusak alam duit negara rakyat kena imbas konstitusi mantu maaf lembar lembar marut korup instansi,negatif
@R_min80 @NKRI_0607 Ibu Ida Dayak yg ada di IKN titik nol Indonesia emas itu ya Emang bisa ya Kan kereta tanpa relnya udah dibalikin china Terus jalan2 disana masih pada belum beres kan para investor yg jumlahnya ratusan itu belum juga kunjung nonghol ,ida titik nol indonesia emas emang kereta rel jalan beres investor ratus kunjung,negatif
@R_min80 @NKRI_0607 IKN titik Nol untuk menuju Indonesia emas ,titik nol tuju indonesia emas,positif
@aghjjhyun LDM nya ayah sama bubu lama kah? Kayak yg di IKN dulu kah bu? Atau cuma agak bentar,ayah bubu kah kah bentar,negatif
@imfckingood @idextratime @brfootball Kota2 di indonesia udah sumpek duluan sebelum sempat ditata kalo mau ditata siap2 gusur sana sini.. Makanya dibuat IKN biar bangun kotanya mulai dari 0.,kota indonesia sumpek tata kalo tata gusur biar bangun kota,positif
@alisyarief @KRMTRoySuryo2 @SianiparRismon @DokterTifa Panik ....bikin cerita mirip 11.000 T di kantong ( halu ) ESEMKA ( halu ) IKN tanpa APBN ( halu ),panik bikin cerita kantong,negatif
