data_clean,lowercasing,remove_punctuation,tokenizing,stopword,stemming,sentiment
bagus bang bangun contoh buka coba buka ikn ken kota kota logis mana pikir pikir resmi serius tau,    sebutin contoh ikn bagus nya dimana dong bang wkwkwkw pengen tau serius. lebih logis mana bangun kota dari  atau upgrade kota yang udah ada? coba pikir lagi oiya udh resmi dibuka belum kata mulyono kapan yaa dibukanya hehehe,    sebutin contoh ikn bagus nya dimana dong bang wkwkwkw pengen tau serius lebih logis mana bangun kota dari  atau upgrade kota yang udah ada coba pikir lagi oiya udh resmi dibuka belum kata mulyono kapan yaa dibukanya hehehe,"[""sebutin"", ""contoh"", ""ikn"", ""bagus"", ""nya"", ""dimana"", ""dong"", ""bang"", ""wkwkwkw"", ""pengen"", ""tau"", ""serius"", ""lebih"", ""logis"", ""mana"", ""bangun"", ""kota"", ""dari"", ""atau"", ""upgrade"", ""kota"", ""yang"", ""udah"", ""ada"", ""coba"", ""pikir"", ""lagi"", ""oiya"", ""udh"", ""resmi"", ""dibuka"", ""belum"", ""kata"", ""mulyono"", ""kapan"", ""yaa"", ""dibukanya"", ""hehehe""]","[""sebutin"", ""contoh"", ""ikn"", ""bagus"", ""dimana"", ""bang"", ""wkwkwkw"", ""pengen"", ""tau"", ""serius"", ""logis"", ""bangun"", ""kota"", ""upgrade"", ""kota"", ""udah"", ""coba"", ""pikir"", ""oiya"", ""udh"", ""resmi"", ""dibuka"", ""mulyono"", ""yaa"", ""dibukanya"", ""hehehe""]","[""bagus"", ""bang"", ""bangun"", ""buka"", ""buka"", ""coba"", ""contoh"", ""ikn"", ""ken"", ""kota"", ""kota"", ""logis"", ""mana"", ""pikir"", ""resmi"", ""serius"", ""tau""]",positif
ikn maju indonesia jadi indonesia,ikn menjadikan indonesia lebih maju ,ikn menjadikan indonesia lebih maju ,"[""ikn"", ""menjadikan"", ""indonesia"", ""lebih"", ""maju""]","[""ikn"", ""menjadikan"", ""indonesia"", ""maju""]","[""ikn"", ""indonesia"", ""jadi"", ""maju""]",positif
bangun cipta cipta dukung ikn ikn impi wujud indonesia maju mari negara nusantara nusantara indonesia,ikn nusantara: mewujudkan impian indonesia menjadi negara maju. mari kita dukung pembangunan ikn nusantara untuk menciptakan indonesia yang lebih baik!   ,ikn nusantara mewujudkan impian indonesia menjadi negara maju mari kita dukung pembangunan ikn nusantara untuk menciptakan indonesia yang lebih baik   ,"[""ikn"", ""nusantara"", ""mewujudkan"", ""impian"", ""indonesia"", ""menjadi"", ""negara"", ""maju"", ""mari"", ""kita"", ""dukung"", ""pembangunan"", ""ikn"", ""nusantara"", ""untuk"", ""menciptakan"", ""indonesia"", ""yang"", ""lebih"", ""baik""]","[""ikn"", ""nusantara"", ""mewujudkan"", ""impian"", ""indonesia"", ""negara"", ""maju"", ""mari"", ""dukung"", ""pembangunan"", ""ikn"", ""nusantara"", ""menciptakan"", ""indonesia""]","[""bangun"", ""cipta"", ""dukung"", ""ikn"", ""ikn"", ""impi"", ""indonesia"", ""indonesia"", ""maju"", ""mari"", ""negara"", ""nusantara"", ""nusantara"", ""wujud""]",positif
baik bikin ganggu gaya gaya ikn indonesia investor investor investor limpah mandalika mati mati singkir mudah, dalam  tahun terakhir vietnam dan malaysia mati matian memperbaiki kemudahan bagi para investor menyingkirkan hal hal yg mengganggu dan membuat investor nyaman.hasilnya vietnam dan malaysia mendapat banyak limpahan investor luar. indonesia gayaan bikin ikn mandalika dll, dalam  tahun terakhir vietnam dan malaysia mati matian memperbaiki kemudahan bagi para investor menyingkirkan hal hal yg mengganggu dan membuat investor nyamanhasilnya vietnam dan malaysia mendapat banyak limpahan investor luar indonesia gayaan bikin ikn mandalika dll,"[""dalam"", ""tahun"", ""terakhir"", ""vietnam"", ""dan"", ""malaysia"", ""mati"", ""matian"", ""memperbaiki"", ""kemudahan"", ""bagi"", ""para"", ""investor"", ""menyingkirkan"", ""hal"", ""hal"", ""yg"", ""mengganggu"", ""dan"", ""membuat"", ""investor"", ""nyamanhasilnya"", ""vietnam"", ""dan"", ""malaysia"", ""mendapat"", ""banyak"", ""limpahan"", ""investor"", ""luar"", ""indonesia"", ""gayaan"", ""bikin"", ""ikn"", ""mandalika"", ""dll""]","[""vietnam"", ""malaysia"", ""mati"", ""matian"", ""memperbaiki"", ""kemudahan"", ""investor"", ""menyingkirkan"", ""mengganggu"", ""investor"", ""nyamanhasilnya"", ""vietnam"", ""malaysia"", ""limpahan"", ""investor"", ""indonesia"", ""gayaan"", ""bikin"", ""ikn"", ""mandalika"", ""dll""]","[""baik"", ""bikin"", ""ganggu"", ""gaya"", ""ikn"", ""indonesia"", ""investor"", ""investor"", ""investor"", ""limpah"", ""mandalika"", ""mati"", ""mati"", ""mudah"", ""singkir""]",positif
abis bayang bikin bunuh gugur ikn jamin utama korupsi koruptor koruptor kota makmur miskin negara negara rugi tumbuh utama korup, masalah utama negara kita ini cuma koruptor. bunuhin org miskin gugur  tumbuh  gaakan ada abisnya. tapi klo bunuh koruptor dijamin negara bakal makmur.  kasus korupsi pertamina rugi .t sdgkan budget buat bikin  kota ikn aja t (dan udh dikorup jg). bayangkan jd ap, masalah utama negara kita ini cuma koruptor bunuhin org miskin gugur  tumbuh  gaakan ada abisnya tapi klo bunuh koruptor dijamin negara bakal makmur  kasus korupsi pertamina rugi t sdgkan budget buat bikin  kota ikn aja t dan udh dikorup jg bayangkan jd ap,"[""masalah"", ""utama"", ""negara"", ""kita"", ""ini"", ""cuma"", ""koruptor"", ""bunuhin"", ""org"", ""miskin"", ""gugur"", ""tumbuh"", ""gaakan"", ""ada"", ""abisnya"", ""tapi"", ""klo"", ""bunuh"", ""koruptor"", ""dijamin"", ""negara"", ""bakal"", ""makmur"", ""kasus"", ""korupsi"", ""pertamina"", ""rugi"", ""t"", ""sdgkan"", ""budget"", ""buat"", ""bikin"", ""kota"", ""ikn"", ""aja"", ""t"", ""dan"", ""udh"", ""dikorup"", ""jg"", ""bayangkan"", ""jd"", ""ap""]","[""utama"", ""negara"", ""koruptor"", ""bunuhin"", ""org"", ""miskin"", ""gugur"", ""tumbuh"", ""gaakan"", ""abisnya"", ""klo"", ""bunuh"", ""koruptor"", ""dijamin"", ""negara"", ""makmur"", ""korupsi"", ""pertamina"", ""rugi"", ""t"", ""sdgkan"", ""budget"", ""bikin"", ""kota"", ""ikn"", ""t"", ""udh"", ""dikorup"", ""jg"", ""bayangkan"", ""jd"", ""ap""]","[""abis"", ""bayang"", ""bikin"", ""bunuh"", ""gugur"", ""ikn"", ""jamin"", ""korup"", ""korupsi"", ""koruptor"", ""koruptor"", ""kota"", ""makmur"", ""miskin"", ""negara"", ""negara"", ""rugi"", ""tumbuh"", ""utama""]",positif
cerdas daya indonesia dorong global hidup ikn digital infrastruktur kembang kualitas kuat layan masyarakat masyarakat modern publik saing tingkat transportasi,ikn mendorong pengembangan infrastruktur modern dari transportasi cerdas hingga layanan publik digital. hal ini akan meningkatkan kualitas hidup masyarakat dan memperkuat daya saing global indonesia.    ,ikn mendorong pengembangan infrastruktur modern dari transportasi cerdas hingga layanan publik digital hal ini akan meningkatkan kualitas hidup masyarakat dan memperkuat daya saing global indonesia    ,"[""ikn"", ""mendorong"", ""pengembangan"", ""infrastruktur"", ""modern"", ""dari"", ""transportasi"", ""cerdas"", ""hingga"", ""layanan"", ""publik"", ""digital"", ""hal"", ""ini"", ""akan"", ""meningkatkan"", ""kualitas"", ""hidup"", ""masyarakat"", ""dan"", ""memperkuat"", ""daya"", ""saing"", ""global"", ""indonesia""]","[""ikn"", ""mendorong"", ""pengembangan"", ""infrastruktur"", ""modern"", ""transportasi"", ""cerdas"", ""layanan"", ""publik"", ""digital"", ""meningkatkan"", ""kualitas"", ""hidup"", ""masyarakat"", ""memperkuat"", ""daya"", ""saing"", ""global"", ""indonesia""]","[""cerdas"", ""daya"", ""digital"", ""dorong"", ""global"", ""hidup"", ""ikn"", ""indonesia"", ""infrastruktur"", ""kembang"", ""kualitas"", ""kuat"", ""layan"", ""masyarakat"", ""modern"", ""publik"", ""saing"", ""tingkat"", ""transportasi""]",positif
ali awi benar kembali coba coba deputi fungsi hasil ikn ikn coba kembali kereta kereta optimal otonom rel sesuai sistem tonton uji uji video,kereta tanpa rel ikn dikembalikan ke china! deputi otorita ikn ali berawi membenarkan bahwa kereta otonom atau art dikembalikan ke china setelah hasil uji coba menunjukkan sistemnya belum berfungsi optimal. uji coba ini bagian dari poc sesuai inpres no. /. tonton video ,kereta tanpa rel ikn dikembalikan ke china deputi otorita ikn ali berawi membenarkan bahwa kereta otonom atau art dikembalikan ke china setelah hasil uji coba menunjukkan sistemnya belum berfungsi optimal uji coba ini bagian dari poc sesuai inpres no  tonton video ,"[""kereta"", ""tanpa"", ""rel"", ""ikn"", ""dikembalikan"", ""ke"", ""china"", ""deputi"", ""otorita"", ""ikn"", ""ali"", ""berawi"", ""membenarkan"", ""bahwa"", ""kereta"", ""otonom"", ""atau"", ""art"", ""dikembalikan"", ""ke"", ""china"", ""setelah"", ""hasil"", ""uji"", ""coba"", ""menunjukkan"", ""sistemnya"", ""belum"", ""berfungsi"", ""optimal"", ""uji"", ""coba"", ""ini"", ""bagian"", ""dari"", ""poc"", ""sesuai"", ""inpres"", ""no"", ""tonton"", ""video""]","[""kereta"", ""rel"", ""ikn"", ""dikembalikan"", ""china"", ""deputi"", ""otorita"", ""ikn"", ""ali"", ""berawi"", ""membenarkan"", ""kereta"", ""otonom"", ""art"", ""dikembalikan"", ""china"", ""hasil"", ""uji"", ""coba"", ""sistemnya"", ""berfungsi"", ""optimal"", ""uji"", ""coba"", ""poc"", ""sesuai"", ""inpres"", ""no"", ""tonton"", ""video""]","[""ali"", ""awi"", ""benar"", ""coba"", ""coba"", ""deputi"", ""fungsi"", ""hasil"", ""ikn"", ""ikn"", ""kembali"", ""kembali"", ""kereta"", ""kereta"", ""optimal"", ""otonom"", ""rel"", ""sesuai"", ""sistem"", ""tonton"", ""uji"", ""uji"", ""video""]",positif
modern dukung dukung hijau kota lanjut bangun nusantara penuh perintah pusat,dukungan penuh terhadap pembangunan ibu kota nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan.      ,dukungan penuh terhadap pembangunan ibu kota nusantara sebagai pusat pemerintahan baru yang hijau modern dan berkelanjutan      ,"[""dukungan"", ""penuh"", ""terhadap"", ""pembangunan"", ""ibu"", ""kota"", ""nusantara"", ""sebagai"", ""pusat"", ""pemerintahan"", ""baru"", ""yang"", ""hijau"", ""modern"", ""dan"", ""berkelanjutan""]","[""dukungan"", ""penuh"", ""pembangunan"", ""kota"", ""nusantara"", ""pusat"", ""pemerintahan"", ""hijau"", ""modern"", ""berkelanjutan""]","[""bangun"", ""dukung"", ""hijau"", ""kota"", ""lanjut"", ""modern"", ""nusantara"", ""penuh"", ""perintah"", ""pusat""]",positif
ikn angkut biar bikin damai ikn aman negara negeri puja tenteram, kenapa mereka gak bikin negara sendiri aja do ikn? sekalian angkut para pemujanya juga buzzerp nya. biar negeri ini aman tenteram dan damai, kenapa mereka gak bikin negara sendiri aja do ikn sekalian angkut para pemujanya juga buzzerp nya biar negeri ini aman tenteram dan damai,"[""kenapa"", ""mereka"", ""tidak"", ""bikin"", ""negara"", ""sendiri"", ""aja"", ""do"", ""ikn"", ""sekalian"", ""angkut"", ""para"", ""pemujanya"", ""juga"", ""buzzerp"", ""nya"", ""biar"", ""negeri"", ""ini"", ""aman"", ""tenteram"", ""dan"", ""damai""]","[""bikin"", ""negara"", ""do"", ""ikn"", ""angkut"", ""pemujanya"", ""buzzerp"", ""biar"", ""negeri"", ""aman"", ""tenteram"", ""damai""]","[""aman"", ""angkut"", ""biar"", ""bikin"", ""damai"", ""ikn"", ""negara"", ""negeri"", ""puja"", ""tenteram""]",positif
bangun ikn indonesia maju indonesia nusantara,pembangunan ikn nusantara untuk memajukan indonesia ,pembangunan ikn nusantara untuk memajukan indonesia ,"[""pembangunan"", ""ikn"", ""nusantara"", ""untuk"", ""memajukan"", ""indonesia""]","[""pembangunan"", ""ikn"", ""nusantara"", ""memajukan"", ""indonesia""]","[""bangun"", ""ikn"", ""indonesia"", ""maju"", ""nusantara""]",positif
bagus bareng dukung ikn gantung gantung, digantung di ikn bagusnya bareng sama bazer pendukungnya, digantung di ikn bagusnya bareng sama bazer pendukungnya,"[""digantung"", ""di"", ""ikn"", ""bagusnya"", ""bareng"", ""sama"", ""bazer"", ""pendukungnya""]","[""digantung"", ""ikn"", ""bagusnya"", ""bareng"", ""bazer"", ""pendukungnya""]","[""bagus"", ""bareng"", ""dukung"", ""gantung"", ""ikn""]",positif
bas kota ikn bas lanjut lingkung orientasi pintar ramah rancang teknologi,ikn dirancang sebagai kota masa depan yang ramah lingkungan berbasis teknologi pintar dan berorientasi pada keberlanjutan.   ,ikn dirancang sebagai kota masa depan yang ramah lingkungan berbasis teknologi pintar dan berorientasi pada keberlanjutan   ,"[""ikn"", ""dirancang"", ""sebagai"", ""kota"", ""masa"", ""depan"", ""yang"", ""ramah"", ""lingkungan"", ""berbasis"", ""teknologi"", ""pintar"", ""dan"", ""berorientasi"", ""pada"", ""keberlanjutan""]","[""ikn"", ""dirancang"", ""kota"", ""ramah"", ""lingkungan"", ""berbasis"", ""teknologi"", ""pintar"", ""berorientasi"", ""keberlanjutan""]","[""bas"", ""ikn"", ""kota"", ""lanjut"", ""lingkung"", ""orientasi"", ""pintar"", ""ramah"", ""rancang"", ""teknologi""]",positif
ikn jadi indonesia jadi maju,ikn menjadikan indonesia lebih maju ,ikn menjadikan indonesia lebih maju ,"[""ikn"", ""menjadikan"", ""indonesia"", ""lebih"", ""maju""]","[""ikn"", ""menjadikan"", ""indonesia"", ""maju""]","[""ikn"", ""indonesia"", ""jadi"", ""maju""]",positif
ali taksi armada awi baik biar biar bilang bus deputi fokus gampang ikn ikn kirim listrik listrik pesan sepeda aplikasi teknologi terbang warga,deputi otorita ikn mohammed ali berawi bilang armada sudah dikirim balik supaya teknologinya diperbaiki. meski begitu ikn tetap fokus ke smart mobility siap luncurin aplikasi maas biar warga gampang pesan bus listrik sepeda listrik sampai taksi terbang. lanjut ⇣,deputi otorita ikn mohammed ali berawi bilang armada sudah dikirim balik supaya teknologinya diperbaiki meski begitu ikn tetap fokus ke smart mobility siap luncurin aplikasi maas biar warga gampang pesan bus listrik sepeda listrik sampai taksi terbang lanjut ⇣,"[""deputi"", ""otorita"", ""ikn"", ""mohammed"", ""ali"", ""berawi"", ""bilang"", ""armada"", ""sudah"", ""dikirim"", ""balik"", ""supaya"", ""teknologinya"", ""diperbaiki"", ""meski"", ""begitu"", ""ikn"", ""tetap"", ""fokus"", ""ke"", ""smart"", ""mobility"", ""siap"", ""luncurin"", ""aplikasi"", ""maas"", ""biar"", ""warga"", ""gampang"", ""pesan"", ""bus"", ""listrik"", ""sepeda"", ""listrik"", ""sampai"", ""taksi"", ""terbang"", ""lanjut"", ""⇣""]","[""deputi"", ""otorita"", ""ikn"", ""mohammed"", ""ali"", ""berawi"", ""bilang"", ""armada"", ""dikirim"", ""teknologinya"", ""diperbaiki"", ""ikn"", ""fokus"", ""smart"", ""mobility"", ""luncurin"", ""aplikasi"", ""maas"", ""biar"", ""warga"", ""gampang"", ""pesan"", ""bus"", ""listrik"", ""sepeda"", ""listrik"", ""taksi"", ""terbang"", ""⇣""]","[""ali"", ""aplikasi"", ""armada"", ""awi"", ""baik"", ""biar"", ""bilang"", ""bus"", ""deputi"", ""fokus"", ""gampang"", ""ikn"", ""ikn"", ""kirim"", ""listrik"", ""listrik"", ""pesan"", ""sepeda"", ""taksi"", ""teknologi"", ""terbang"", ""warga""]",positif
bangun maju indonesia ikn maju nusantara,pembangunan ikn nusantara untuk memajukan indonesia ,pembangunan ikn nusantara untuk memajukan indonesia ,"[""pembangunan"", ""ikn"", ""nusantara"", ""untuk"", ""memajukan"", ""indonesia""]","[""pembangunan"", ""ikn"", ""nusantara"", ""memajukan"", ""indonesia""]","[""bangun"", ""ikn"", ""indonesia"", ""maju"", ""nusantara""]",positif
bareng bagus dukung dukung gantung ikn, digantung di ikn bagusnya bareng sama bazer pendukungnya, digantung di ikn bagusnya bareng sama bazer pendukungnya,"[""digantung"", ""di"", ""ikn"", ""bagusnya"", ""bareng"", ""sama"", ""bazer"", ""pendukungnya""]","[""digantung"", ""ikn"", ""bagusnya"", ""bareng"", ""bazer"", ""pendukungnya""]","[""bagus"", ""bareng"", ""dukung"", ""gantung"", ""ikn""]",positif
hutan hutang ikn ikn indah jalan kalo kaya kena kurang milik saham negara nusantara ribu mobil tipu,  kalo ga kena tipu saat ini sudah ada ribuan mobil esemka berada dijalan nusantara hutang negara makin berkurang karena saham freeport sudah kita miliki % ikn jadi indah ga kaya hutan krn banyak infestor dan masih banyak lagi,  kalo ga kena tipu saat ini sudah ada ribuan mobil esemka berada dijalan nusantara hutang negara makin berkurang karena saham freeport sudah kita miliki  ikn jadi indah ga kaya hutan krn banyak infestor dan masih banyak lagi,"[""kalo"", ""tidak"", ""kena"", ""tipu"", ""saat"", ""ini"", ""sudah"", ""ada"", ""ribuan"", ""mobil"", ""esemka"", ""berada"", ""dijalan"", ""nusantara"", ""hutang"", ""negara"", ""makin"", ""berkurang"", ""karena"", ""saham"", ""freeport"", ""sudah"", ""kita"", ""miliki"", ""ikn"", ""jadi"", ""indah"", ""tidak"", ""kaya"", ""hutan"", ""krn"", ""banyak"", ""infestor"", ""dan"", ""masih"", ""banyak"", ""lagi""]","[""kalo"", ""kena"", ""tipu"", ""ribuan"", ""mobil"", ""esemka"", ""dijalan"", ""nusantara"", ""hutang"", ""negara"", ""berkurang"", ""saham"", ""freeport"", ""miliki"", ""ikn"", ""indah"", ""kaya"", ""hutan"", ""krn"", ""infestor""]","[""hutan"", ""hutang"", ""ikn"", ""indah"", ""jalan"", ""kalo"", ""kaya"", ""kena"", ""kurang"", ""milik"", ""mobil"", ""negara"", ""nusantara"", ""ribu"", ""saham"", ""tipu""]",positif
barangkali dasar celaka coba coba dasar beli evaluasi ikn ikn ikn kalo kelak menteri nilai optimal takut tawar terbang tuju uji uji usaha,       kan dulu perusahaan china naruh di ikn untuk uji coba barangkali ikn mau beli kelak kalo sudah running tapi berdasarkan evaluasi dinilai kurang optimal bukan hanya itu taxi terbang juga ditawarkan diuji coba di ikn tapi gak disetujui kementerian mungkin takut kecelakaan,       kan dulu perusahaan china naruh di ikn untuk uji coba barangkali ikn mau beli kelak kalo sudah running tapi berdasarkan evaluasi dinilai kurang optimal bukan hanya itu taxi terbang juga ditawarkan diuji coba di ikn tapi gak disetujui kementerian mungkin takut kecelakaan,"[""kan"", ""dulu"", ""perusahaan"", ""china"", ""naruh"", ""di"", ""ikn"", ""untuk"", ""uji"", ""coba"", ""barangkali"", ""ikn"", ""mau"", ""beli"", ""kelak"", ""kalo"", ""sudah"", ""running"", ""tapi"", ""berdasarkan"", ""evaluasi"", ""dinilai"", ""kurang"", ""optimal"", ""bukan"", ""hanya"", ""itu"", ""taxi"", ""terbang"", ""juga"", ""ditawarkan"", ""diuji"", ""coba"", ""di"", ""ikn"", ""tapi"", ""tidak"", ""disetujui"", ""kementerian"", ""mungkin"", ""takut"", ""kecelakaan""]","[""perusahaan"", ""china"", ""naruh"", ""ikn"", ""uji"", ""coba"", ""barangkali"", ""ikn"", ""beli"", ""kelak"", ""kalo"", ""running"", ""berdasarkan"", ""evaluasi"", ""dinilai"", ""optimal"", ""taxi"", ""terbang"", ""ditawarkan"", ""diuji"", ""coba"", ""ikn"", ""disetujui"", ""kementerian"", ""takut"", ""kecelakaan""]","[""barangkali"", ""beli"", ""celaka"", ""coba"", ""coba"", ""dasar"", ""evaluasi"", ""ikn"", ""ikn"", ""ikn"", ""kalo"", ""kelak"", ""menteri"", ""nilai"", ""optimal"", ""takut"", ""tawar"", ""terbang"", ""tuju"", ""uji"", ""uji"", ""usaha""]",positif
cabang dinasti dinasti masyarakat dukung ikn jilat kaya kelas lawas dukung masyarakat tau versi,  buzzer masyarakat sih gue dukung ngga tau kalau kelas penjilat kaya elu dukungnya dinasti lah ya. elu dinasti versi kcic apa ikn? atau lawas version cabang kertajati?,  buzzer masyarakat sih gue dukung ngga tau kalau kelas penjilat kaya elu dukungnya dinasti lah ya elu dinasti versi kcic apa ikn atau lawas version cabang kertajati,"[""buzzer"", ""masyarakat"", ""sih"", ""saya"", ""dukung"", ""tidak"", ""tau"", ""kalau"", ""kelas"", ""penjilat"", ""kaya"", ""kamu"", ""dukungnya"", ""dinasti"", ""lah"", ""ya"", ""kamu"", ""dinasti"", ""versi"", ""kcic"", ""apa"", ""ikn"", ""atau"", ""lawas"", ""version"", ""cabang"", ""kertajati""]","[""buzzer"", ""masyarakat"", ""dukung"", ""tau"", ""kelas"", ""penjilat"", ""kaya"", ""dukungnya"", ""dinasti"", ""dinasti"", ""versi"", ""kcic"", ""ikn"", ""lawas"", ""version"", ""cabang"", ""kertajati""]","[""cabang"", ""dinasti"", ""dinasti"", ""dukung"", ""dukung"", ""ikn"", ""jilat"", ""kaya"", ""kelas"", ""lawas"", ""masyarakat"", ""tau"", ""versi""]",positif
nusantara ikn ikn dukung,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
ikn jadi jadi indonesia maju,ikn menjadikan indonesia lebih maju ,ikn menjadikan indonesia lebih maju ,"[""ikn"", ""menjadikan"", ""indonesia"", ""lebih"", ""maju""]","[""ikn"", ""menjadikan"", ""indonesia"", ""maju""]","[""ikn"", ""indonesia"", ""jadi"", ""maju""]",positif
dukung ikn dukung nusantara,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
cerdas ikn indonesia kota nusantara nusantara,ikn nusantara kota cerdas masa depan indonesia ,ikn nusantara kota cerdas masa depan indonesia ,"[""ikn"", ""nusantara"", ""kota"", ""cerdas"", ""masa"", ""depan"", ""indonesia""]","[""ikn"", ""nusantara"", ""kota"", ""cerdas"", ""indonesia""]","[""cerdas"", ""ikn"", ""indonesia"", ""kota"", ""nusantara""]",positif
maju ikn indonesia bangun maju nusantara,pembangunan ikn nusantara untuk memajukan indonesia ,pembangunan ikn nusantara untuk memajukan indonesia ,"[""pembangunan"", ""ikn"", ""nusantara"", ""untuk"", ""memajukan"", ""indonesia""]","[""pembangunan"", ""ikn"", ""nusantara"", ""memajukan"", ""indonesia""]","[""bangun"", ""ikn"", ""indonesia"", ""maju"", ""nusantara""]",positif
bangun bersih lingkung ikn ikn indonesia komitmen konsep kota lestari hijau ramah simbol simbol,ikn: kota hijau ramah lingkungan dibangun dengan konsep smart city dan green city ikn menjadi simbol komitmen indonesia terhadap masa depan yang lestari dan bersih.    ,ikn kota hijau ramah lingkungan dibangun dengan konsep smart city dan green city ikn menjadi simbol komitmen indonesia terhadap masa depan yang lestari dan bersih    ,"[""ikn"", ""kota"", ""hijau"", ""ramah"", ""lingkungan"", ""dibangun"", ""dengan"", ""konsep"", ""smart"", ""city"", ""dan"", ""green"", ""city"", ""ikn"", ""menjadi"", ""simbol"", ""komitmen"", ""indonesia"", ""terhadap"", ""masa"", ""depan"", ""yang"", ""lestari"", ""dan"", ""bersih""]","[""ikn"", ""kota"", ""hijau"", ""ramah"", ""lingkungan"", ""dibangun"", ""konsep"", ""smart"", ""city"", ""green"", ""city"", ""ikn"", ""simbol"", ""komitmen"", ""indonesia"", ""lestari"", ""bersih""]","[""bangun"", ""bersih"", ""hijau"", ""ikn"", ""ikn"", ""indonesia"", ""komitmen"", ""konsep"", ""kota"", ""lestari"", ""lingkung"", ""ramah"", ""simbol""]",positif
bangun ramah hijau ikn ikn indonesia komitmen konsep kota lestari lingkung ramah bersih simbol,ikn: kota hijau ramah lingkungan dibangun dengan konsep smart city dan green city ikn menjadi simbol komitmen indonesia terhadap masa depan yang lestari dan bersih.    ,ikn kota hijau ramah lingkungan dibangun dengan konsep smart city dan green city ikn menjadi simbol komitmen indonesia terhadap masa depan yang lestari dan bersih    ,"[""ikn"", ""kota"", ""hijau"", ""ramah"", ""lingkungan"", ""dibangun"", ""dengan"", ""konsep"", ""smart"", ""city"", ""dan"", ""green"", ""city"", ""ikn"", ""menjadi"", ""simbol"", ""komitmen"", ""indonesia"", ""terhadap"", ""masa"", ""depan"", ""yang"", ""lestari"", ""dan"", ""bersih""]","[""ikn"", ""kota"", ""hijau"", ""ramah"", ""lingkungan"", ""dibangun"", ""konsep"", ""smart"", ""city"", ""green"", ""city"", ""ikn"", ""simbol"", ""komitmen"", ""indonesia"", ""lestari"", ""bersih""]","[""bangun"", ""bersih"", ""hijau"", ""ikn"", ""ikn"", ""indonesia"", ""komitmen"", ""konsep"", ""kota"", ""lestari"", ""lingkung"", ""ramah"", ""simbol""]",positif
bangun cipta dukung ikn ikn impi indonesia indonesia wujud mari negara nusantara nusantara maju wujud,ikn nusantara: mewujudkan impian indonesia menjadi negara maju. mari kita dukung pembangunan ikn nusantara untuk menciptakan indonesia yang lebih baik!   ,ikn nusantara mewujudkan impian indonesia menjadi negara maju mari kita dukung pembangunan ikn nusantara untuk menciptakan indonesia yang lebih baik   ,"[""ikn"", ""nusantara"", ""mewujudkan"", ""impian"", ""indonesia"", ""menjadi"", ""negara"", ""maju"", ""mari"", ""kita"", ""dukung"", ""pembangunan"", ""ikn"", ""nusantara"", ""untuk"", ""menciptakan"", ""indonesia"", ""yang"", ""lebih"", ""baik""]","[""ikn"", ""nusantara"", ""mewujudkan"", ""impian"", ""indonesia"", ""negara"", ""maju"", ""mari"", ""dukung"", ""pembangunan"", ""ikn"", ""nusantara"", ""menciptakan"", ""indonesia""]","[""bangun"", ""cipta"", ""dukung"", ""ikn"", ""ikn"", ""impi"", ""indonesia"", ""indonesia"", ""maju"", ""mari"", ""negara"", ""nusantara"", ""nusantara"", ""wujud""]",positif
